Orthogroup,tool,combined_annot,pa_Lower,pa_Coral,pa_Higher,pa_Leafcutter,pa_AllOutgroup
OG0003596,led,"abH07,abH08,abH11,abH09,abH21,abH23",1,1,1,1,1
OG0003596,MEROPS,MER0064211-familyS33unassignedpeptidases(Gibberellazeae)[S33.UPW]#S33#{peptidaseunit:35-474}~sourceXP_385184~,1,1,1,1,1
OG0003600,MEROPS,"MER0135176-familyS9non-peptidasehomologues(Batrachochytriumdendrobatidis)[S09.UNW]#S09X#{peptidaseunit:407-572}~sourceBDEG_03084~,MER0156130-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:494-644}~sourceENSDORP00000005114~",1,1,1,1,1
OG0003604,led,abH30,1,1,1,1,1
OG0003611,led,abH33,1,1,1,1,1
OG0003613,led,abH08,1,1,1,1,1
OG0003618,cazy,GH76,1,1,1,1,1
OG0003619,MEROPS,"MER0442588-carbamylphosphatesynthetase(Trichodermaatroviride)[C26.956]#C26#{peptidaseunit:115-444}~sourceEHK43396~,MER0438483-carbamylphosphatesynthetase(Metarhiziumanisopliae)[C26.956]#C26#{peptidaseunit:118-454}~sourceEFY98408~",1,1,1,1,1
OG0003620,led,"abH31,abH08",1,1,1,1,1
OG0003623,led,abH01,1,1,1,1,1
OG0003624,led,abH09,1,1,1,1,1
OG0003626,MEROPS,MER0064714-subfamilyM67Anon-peptidasehomologues(Gibberellazeae)[M67.UNA]#M67A#{peptidaseunit:25-130}~sourceXP_389774~,1,1,1,1,1
OG0003628,MEROPS,MER0148183-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:334-554}~sourceENSCINP00000003574~,1,1,1,1,1
OG0003635,MEROPS,"MER0626473-familyC110unassignedpeptidases(Villosiclavavirens)[C110.UPW]#C110#{peptidaseunit:395-500}~sourceKDB18193~,MER0626363-familyC110unassignedpeptidases(Trichodermareesei)[C110.UPW]#C110#{peptidaseunit:358-463}~sourceXP_006962219~,MER0626331-familyC110unassignedpeptidases(Hypocreavirens)[C110.UPW]#C110#{peptidaseunit:371-476}~sourceEHK20371~,MER0626450-familyC110unassignedpeptidases(Trichodermaatroviride)[C110.UPW]#C110#{peptidaseunit:339-444}~sourceEHK43478~,MER0626512-familyC110unassignedpeptidases(Stachybotryschartarum)[C110.UPW]#C110#{peptidaseunit:401-506}~sourceKFA49024~,MER0626461-familyC110unassignedpeptidases(Hirsutellaminnesotensis)[C110.UPW]#C110#{peptidaseunit:354-459}~sourceKJZ77983~,MER0626384-familyC110unassignedpeptidases(Nectriahaematococca)[C110.UPW]#C110#{peptidaseunit:386-491}~sourceXP_003046091~,MER0626381-familyC110unassignedpeptidases(Gibberellamoniliformis)[C110.UPW]#C110#{peptidaseunit:370-475}~sourceEWG42255~,MER0626544-familyC110unassignedpeptidases(Metarhiziumrobertsii)[C110.UPW]#C110#{peptidaseunit:407-512}~sourceXP_007826587~",1,1,1,1,1
OG0003642,cazy,GH63,1,1,1,1,1
OG0003647,cazy,GH125,1,1,1,1,1
OG0003648,cazy,GH31,1,1,1,1,1
OG0003669,led,abH01,1,1,1,1,1
OG0003675,MEROPS,"MER0466772-Mername-AA242peptidasehomologue({Musmusculus})(Cordycepsmilitaris)[T01.995]#T01A#{peptidaseunit:86-297}~sourceEGX92970~,MER0033151-Mername-AA242peptidasehomologue({Musmusculus})(Magnaporthegrisea)[T01.995]#T01A#{peptidaseunit:29-242}~sourceMG07130_4~",1,1,1,1,1
OG0003681,cazy,GH132,1,1,1,1,1
OG0003687,MEROPS,"MER0064709-familyS16unassignedpeptidases(Gibberellazeae)[S16.UPW]#S16#{peptidaseunit:675-938}~sourceXP_389901~,MER0361046-familyS16unassignedpeptidases(Trichodermareesei)[S16.UPW]#S16#{peptidaseunit:674-917}~sourceEGR51938~,MER0199538-familyS16unassignedpeptidases(Nectriahaematococca)[S16.UPW]#S16#{peptidaseunit:680-943}~sourceEEU40293~,MER0361043-familyS16unassignedpeptidases(Fusariumoxysporum)[S16.UPW]#S16#{peptidaseunit:656-891}~sourceEGU80678~,MER0416562-subfamilyM16Anon-peptidasehomologues(Procaviacapensis)[M16.UNA]#M16A#{peptidaseunit:438-632}~sourceENSPCAP00000006263~,MER1039628-familyS16unassignedpeptidases(Bionectriaochroleuca)[S16.UPW]#S16#{peptidaseunit:669-912}~sourceA0A0B7JHI4~",1,1,1,1,1
OG0003696,cazy,GH76,1,1,1,1,1
OG0003699,cazy,GH16,1,1,1,1,1
OG0003706,led,abH36,1,1,1,1,1
OG0003707,led,abH16,1,1,1,1,1
OG0003708,MEROPS,"MER1031670-familyS16unassignedpeptidases(Gibberellamoniliformis)[S16.UPW]#S16#{peptidaseunit:791-1086}~sourceW7M2T0~,MER1034677-familyS16unassignedpeptidases(Fusariumsp.FIESC_5CS3069)[S16.UPW]#S16#{peptidaseunit:793-1089}~sourceA0A090MEZ3~,MER1036240-familyS16unassignedpeptidases(Gibberellafujikuroi)[S16.UPW]#S16#{peptidaseunit:789-1084}~sourceS0DMN4~,MER0416311-subfamilyM16Anon-peptidasehomologues(Mustelaputorius)[M16.UNA]#M16A#{peptidaseunit:443-637}~sourceENSMPUP00000006104~",1,1,1,1,1
OG0003714,led,abH09,1,1,1,1,1
OG0003719,led,abH09,1,1,1,1,1
OG0003719,MEROPS,MER1360781-familyA31non-peptidasehomologues(Thecamonastrahens)[A31.UNW]#A31#{peptidaseunit:181-256}~sourceXP_013753081~,1,1,1,1,1
OG0003720,cazy,GT35,1,1,1,1,1
OG0003723,MEROPS,MER1130725-familyI15unassignedpeptidaseinhibitors(Panagrellusredivivus)[I15.UPW]#I15#{inhibitorunit:289-342}~sourcePan_g20486_t1~,1,1,1,1,1
OG0003742,led,"abH31,abH08",1,1,1,1,1
OG0003752,cazy,AA2,1,1,1,1,1
OG0003757,MEROPS,MER1047786-subfamilyS26Aunassignedpeptidases(Trichodermaatroviride)[S26.UPA]#S26A#{peptidaseunit:42-175}~sourceG9NMQ6~,1,1,1,1,1
OG0003759,led,abH21,1,1,1,1,1
OG0003764,cazy,CE10,1,1,1,1,1
OG0003764,led,"abH01,abH03,abH04,abH06",1,1,1,1,1
OG0003764,MEROPS,MER0624676-subfamilyS9Cunassignedpeptidases(Gibberellazeae)[S09.UPC]#S09C#{peptidaseunit:55-310}~sourceXP_380731~,1,1,1,1,1
OG0003767,led,abH09,1,1,1,1,1
OG0003771,led,abH01,1,1,1,1,1
OG0003784,led,abH09,1,1,1,1,1
OG0003786,cazy,GT90,1,1,1,1,1
OG0003790,led,abH08,1,1,1,1,1
OG0003791,led,abH33,1,1,1,1,1
OG0003793,led,"abH07,abH08,abH22,abH09,abH11",1,1,1,1,1
OG0003793,MEROPS,MER0064108-familyS33non-peptidasehomologues(Gibberellazeae)[S33.UNW]#S33#{peptidaseunit:20-324}~sourceXP_386920~,1,1,1,1,1
OG0003794,led,abH23,1,1,1,1,1
OG0003796,led,abH27,1,1,1,1,1
OG0003811,MEROPS,"MER0064088-familyM24non-peptidasehomologues(Gibberellazeae)[M24.UNW]#M24X#{peptidaseunit:9-375}~sourceXP_387131~,MER0625814-familyM24non-peptidasehomologues(Thielaviaterrestris)[M24.UNW]#M24X#{peptidaseunit:9-142,188-356}~sourceXP_003655248~,MER0033113-familyM24non-peptidasehomologues(Magnaporthegrisea)[M24.UNW]#M24X#{peptidaseunit:12-377}~sourceMG06316_4~",1,1,1,1,1
OG0003812,MEROPS,"MER0908225-familyM76unassignedpeptidases(Acremoniumchrysogenum)[M76.UPW]#M76#{peptidaseunit:73-258}~sourceA0A086TF85~,MER0907977-familyM76unassignedpeptidases(Metarhiziumrobertsii)[M76.UPW]#M76#{peptidaseunit:90-275}~sourceA0A0A1V2S3~,MER0908279-familyM76unassignedpeptidases(Torrubiellahemipterigena)[M76.UPW]#M76#{peptidaseunit:75-260}~sourceA0A0A1TI07~",1,1,1,1,1
OG0003814,led,abH33,1,1,1,1,1
OG0003815,led,abH09,1,1,1,1,1
OG0003823,led,"abH01,abH04",1,1,1,1,1
OG0003826,led,abH27,1,1,1,1,1
OG0003829,MEROPS,"MER1080184-familyS54non-peptidasehomologues(Bionectriaochroleuca)[S54.UNW]#S54#{peptidaseunit:25-194}~sourceA0A0B7K3H1~,MER1075866-familyS54non-peptidasehomologues(Colletotrichumgloeosporioides)[S54.UNW]#S54#{peptidaseunit:42-196}~sourceT0M7B8~",1,1,1,1,1
OG0003839,led,abH11,1,1,1,1,1
OG0003847,MEROPS,MER0761007-peptidaseBinhibitor(fungus)(Nectriahaematococca)[I09.003]#I09#{inhibitorunit:27-94}~sourceC7Z1B2~,1,1,1,1,1
OG0003854,MEROPS,MER0571187-subfamilyM20Aunassignedpeptidases(Cucumismelo)[M20.UPA]#M20A#{peptidaseunit:25-331}~sourceXP_008464599~,1,1,1,1,1
OG0003863,led,"abH21,abH22,abH36",1,1,1,1,1
OG0003863,MEROPS,"MER0209890-highlysimilartoacyl-proteinthioesterase1({Homosapiens})(Pyrenophoratritici)[S09.941]#S09X#{peptidaseunit:98-209}~sourceXP_001936510~,MER0209188-lysophospholipaseII({Homosapiens})(Botryotiniafuckeliana)[S09.025]#S09X#{peptidaseunit:90-203}~sourceXP_001550442~",1,1,1,1,1
OG0003871,led,abH11,1,1,1,1,1
OG0003884,led,"abH09,abH01",1,1,1,1,1
OG0003884,MEROPS,MER1360781-familyA31non-peptidasehomologues(Thecamonastrahens)[A31.UNW]#A31#{peptidaseunit:181-256}~sourceXP_013753081~,1,1,1,1,1
OG0003888,led,"abH08,abH11,abH12,abH13,abH07,abH09",1,1,1,1,1
OG0003888,MEROPS,MER0033810-familyS33unassignedpeptidases(Corynebacteriumefficiens)[S33.UPW]#S33#{peptidaseunit:131-463}~sourceQ8FNJ6~,1,1,1,1,1
OG0003890,MEROPS,MER0064104-ubiquitin-specificendopeptidase39[misleading](Gibberellazeae)[C19.972]#C19#{peptidaseunit:79-534}~sourceXP_386965~,1,1,1,1,1
OG0003895,MEROPS,MER0447929-familyC26unassignedpeptidases(Fusariumoxysporum)[C26.UPW]#C26#{peptidaseunit:5-241}~sourceEGU87471~,1,1,1,1,1
OG0003899,led,abH08,1,1,1,1,1
OG0003900,led,"abH34,abH16,abH08",1,1,1,1,1
OG0003900,MEROPS,"MER0296926-kexcarboxypeptidase(Trichodermareesei)[S10.007]#S10#{peptidaseunit:50-465}~sourceEGR52601~,MER0297012-kexcarboxypeptidase(Hypocreavirens)[S10.007]#S10#{peptidaseunit:52-468}~sourceEHK27147~,MER0296884-kexcarboxypeptidase(Trichodermaatroviride)[S10.007]#S10#{peptidaseunit:37-452}~sourceEHK44992~,MER0237905-kexcarboxypeptidase(Nectriahaematococca)[S10.007]#S10#{peptidaseunit:43-465}~sourceEEU45125~",1,1,1,1,1
OG0003903,led,"abH31,abH04",1,1,1,1,1
OG0003903,MEROPS,"MER0208952-familyS9non-peptidasehomologues(Gibberellazeae)[S09.UNW]#S09X#{peptidaseunit:74-287}~sourceXP_390299~,MER0210698-familyS9non-peptidasehomologues(Nectriahaematococca)[S09.UNW]#S09X#{peptidaseunit:63-276}~sourceEEU45525~",1,1,1,1,1
OG0003913,MEROPS,"MER0156740-familyS9unassignedpeptidases(Dipodomysordii)[S09.UPW]#S09X#{peptidaseunit:237-296}~sourceENSDORP00000002689~,MER0156739-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:15-165}~sourceENSDORP00000002689~",1,1,1,1,1
OG0003914,led,abH04,1,1,1,1,1
OG0003920,MEROPS,"MER0439686-proteasomesubunitalpha3(Nectriahaematococca)[T01.977]#T01A#{peptidaseunit:36-268}~sourceXP_003054281~,MER0483847-familyT1unassignedpeptidases(Metarhiziumanisopliae)[T01.UPW]#T01X#{peptidaseunit:31-288}~sourceEFZ00376~",1,1,1,1,1
OG0003921,MEROPS,"MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~,MER0413614-familyM41non-peptidasehomologues(Solanumlycopersicum)[M41.UNW]#M41#{peptidaseunit:392-556}~sourceSolyc08g082530~",1,1,1,1,1
OG0003925,led,abH19,1,1,1,1,1
OG0003926,led,abH31,1,1,1,1,1
OG0003941,led,abH04,1,1,1,1,1
OG0003944,led,abH09,1,1,1,1,1
OG0003946,MEROPS,"MER1082823-familyS54non-peptidasehomologues(Neosartoryafischeri)[S54.UNW]#S54#{peptidaseunit:39-191}~sourceA1DNY5~,MER1084060-familyS54non-peptidasehomologues(Tubermelanosporum)[S54.UNW]#S54#{peptidaseunit:70-203}~sourceD5G741~",1,1,1,1,1
OG0003950,led,abH21,1,1,1,1,1
OG0003950,cazy,GH13_8,1,1,1,1,1
OG0003954,led,abH09,1,1,1,1,1
OG0003955,led,abH09,1,1,1,1,1
OG0003978,MEROPS,"MER0146194-familyS9non-peptidasehomologues(Cionasavignyi)[S09.UNW]#S09X#{peptidaseunit:89-291}~sourceENSCSAVP00000016518~,MER0149130-familyS9non-peptidasehomologues(Cionaintestinalis)[S09.UNW]#S09X#{peptidaseunit:89-291}~sourceENSCINP00000015312~,MER0156310-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:89-289}~sourceENSDORP00000009888~",1,1,1,1,1
OG0003983,led,abH09,1,1,1,1,1
OG0003991,MEROPS,MER0157602-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:137-279}~sourceENSDORP00000000060~,1,1,1,1,1
OG0003992,led,abH36,1,1,1,1,1
OG0003993,led,abH08,1,1,1,1,1
OG0003993,MEROPS,MER0276366-proteasomesubunitbeta5c(Sordariamacrospora)[T01.012]#T01A#{peptidaseunit:70-274}~sourceCBI55410~,1,1,1,1,1
OG0004000,led,"abH32,abH33,abH16",1,1,1,1,1
OG0004001,MEROPS,"MER0195850-subfamilyM28Bunassignedpeptidases(Trichodermaatroviride)[M28.UPB]#M28B#{peptidaseunit:464-725}~sourceEHK49166~,MER0195855-subfamilyM28Bunassignedpeptidases(Trichodermareesei)[M28.UPB]#M28B#{peptidaseunit:472-732}~sourceEGR52906~,MER0195830-subfamilyM28Bunassignedpeptidases(Hypocreavirens)[M28.UPB]#M28B#{peptidaseunit:462-722}~sourceEHK24326~",1,1,1,1,1
OG0004001,led,abH09,1,1,1,1,1
OG0004004,cazy,CE5,1,1,1,1,1
OG0004004,led,"abH21,abH36,abH38,abH19",1,1,1,1,1
OG0004005,MEROPS,"MER0761770-familyI13unassignedpeptidaseinhibitors(Trichodermareesei)[I13.UPW]#I13#{inhibitorunit:18-72}~sourceG0R8N9~,MER0625212-familyI13unassignedpeptidaseinhibitors(Myceliophthorathermophila)[I13.UPW]#I13#{inhibitorunit:16-76}~sourceXP_003660835~",1,1,1,1,1
OG0004012,led,abH09,1,1,1,1,1
OG0004021,MEROPS,"MER0183521-familyS9non-peptidasehomologues(Ochotonaprinceps)[S09.UNW]#S09X#{peptidaseunit:183-407}~sourceENSOPRP00000001958~,MER0156677-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:1597-1793}~sourceENSDORP00000001851~",1,1,1,1,1
OG0004023,led,abH25,1,1,1,1,1
OG0004036,cazy,GH76,1,1,1,1,1
OG0004036,led,abH23,1,1,1,1,1
OG0004037,MEROPS,"MER0113618-familyS54unassignedpeptidases(Chaetomiumglobosum)[S54.UPW]#S54#{peptidaseunit:283-494}~sourceEAQ90682~,MER0315955-familyS54unassignedpeptidases(Hypocreavirens)[S54.UPW]#S54#{peptidaseunit:253-410}~sourceEHK27324~,MER0122308-familyS54unassignedpeptidases(Podosporaanserina)[S54.UPW]#S54#{peptidaseunit:249-461}~sourceCAP72842~,MER0315956-familyS54unassignedpeptidases(Cordycepsmilitaris)[S54.UPW]#S54#{peptidaseunit:363-537}~sourceEGX96724~,MER0277322-familyS54unassignedpeptidases(Fusariumoxysporum)[S54.UPW]#S54#{peptidaseunit:327-532}~sourceEGU76647~",1,1,1,1,1
OG0004039,MEROPS,MER0126122-familyS54non-peptidasehomologues(Magnaporthegrisea)[S54.UNW]#S54#{peptidaseunit:43-184}~sourceEDJ99520~,1,1,1,1,1
OG0004043,led,abH07,1,1,1,1,1
OG0004044,led,abH09,1,1,1,1,1
OG0004046,MEROPS,"MER0708624-familyC19unassignedpeptidases(Metarhiziumalbum)[C19.UPW]#C19#{peptidaseunit:81-634}~sourceA0A0B2WIF8~,MER0708568-familyC19unassignedpeptidases(Metarhiziumguizhouense)[C19.UPW]#C19#{peptidaseunit:34-555}~sourceA0A0B4HXK1~,MER0709639-familyC19unassignedpeptidases(Metarhiziumanisopliae)[C19.UPW]#C19#{peptidaseunit:34-555}~sourceA0A0B4ER02~,MER0712453-familyC19unassignedpeptidases(Metarhiziumrobertsii)[C19.UPW]#C19#{peptidaseunit:79-600}~sourceA0A014PPD2~,MER0714736-familyC19unassignedpeptidases(Metarhiziumbrunneum)[C19.UPW]#C19#{peptidaseunit:34-553}~sourceA0A0B4EWW0~",1,1,1,1,1
OG0004047,MEROPS,MER0152984-familyS9non-peptidasehomologues(Scheffersomycesstipitis)[S09.UNW]#S09X#{peptidaseunit:55-322}~sourceEAZ63920~,1,1,1,1,1
OG0004051,cazy,GT3,1,1,1,1,1
OG0004056,MEROPS,MER1090793-subfamilyT1Anon-peptidasehomologues(Trichodermareesei)[T01.UNA]#T01A#{peptidaseunit:4-196}~sourceA0A024S660~,1,1,1,1,1
OG0004057,MEROPS,"MER0306756-familyC48unassignedpeptidases(Hypocreavirens)[C48.UPW]#C48#{peptidaseunit:406-653}~sourceEHK27221~,MER0306758-familyC48unassignedpeptidases(Trichodermareesei)[C48.UPW]#C48#{peptidaseunit:424-683}~sourceEGR53107~,MER0460617-familyC48unassignedpeptidases(Trichodermaatroviride)[C48.UPW]#C48#{peptidaseunit:625-882}~sourceEHK41677~,MER0727430-familyC48unassignedpeptidases(Ophiocordycepssinensis)[C48.UPW]#C48#{peptidaseunit:490-712}~sourceT5A7Y4~,MER0727161-familyC48unassignedpeptidases(Villosiclavavirens)[C48.UPW]#C48#{peptidaseunit:566-817}~sourceA0A063BVB4~",1,1,1,1,1
OG0004059,led,abH09,1,1,1,1,1
OG0004060,MEROPS,MER0064695-familyM67non-peptidasehomologues(Gibberellazeae)[M67.UNW]#M67X#{peptidaseunit:32-294}~sourceXP_390251~,1,1,1,1,1
OG0004063,MEROPS,"MER0158050-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:54-305}~sourceENSDORP00000014784~,MER0158051-familyS9non-peptidasehomologues(Dipodomysordii)[S09.UNW]#S09X#{peptidaseunit:362-560}~sourceENSDORP00000014784~",1,1,1,1,1
OG0004063,led,abH27,1,1,1,1,1
OG0004068,led,abH25,1,1,1,1,1
OG0004073,MEROPS,"MER0693873-subfamilyA1Aunassignedpeptidases(Trichodermareesei)[A01.UPA]#A01A#{peptidaseunit:120-427}~sourceA0A024S610~,MER0383198-CtsDpeptidase({Aspergillus}-type)(Hypocreavirens)[A01.077]#A01A#{peptidaseunit:122-425}~sourceEHK18331~,MER0383311-CtsDpeptidase({Aspergillus}-type)(Trichodermaatroviride)[A01.077]#A01A#{peptidaseunit:123-428}~sourceEHK47142~,MER1138037-subfamilyA1Aunassignedpeptidases(Trichodermaharzianum)[A01.UPA]#A01A#{peptidaseunit:122-427}~sourcePNP47981~,MER1138168-subfamilyA1Aunassignedpeptidases(Trichodermaparareesei)[A01.UPA]#A01A#{peptidaseunit:122-427}~sourceOTA08294~,MER1142693-subfamilyA1Aunassignedpeptidases(Trichodermagamsii)[A01.UPA]#A01A#{peptidaseunit:123-428}~sourcePNP40505~,MER1143003-subfamilyA1Aunassignedpeptidases(Escovopsisweberi)[A01.UPA]#A01A#{peptidaseunit:119-424}~sourceKOS19768~",1,1,1,1,1
OG0004073,led,abH08,1,1,1,1,1
OG0004080,led,"abH01,abH33,abH31",1,1,1,1,1
OG0004082,led,abH23,1,1,1,1,1
OG0004085,cazy,GT62,1,1,1,1,1
OG0004090,MEROPS,MER0251222-familyS16non-peptidasehomologues(Thermotogathermarum)[S16.UNW]#S16#{peptidaseunit:4-414}~sourceYP_004661010~,1,1,1,1,1
OG0004092,cazy,AA2,1,1,1,1,1
OG0004093,MEROPS,"MER0348445-Rim13peptidase(Cordycepsmilitaris)[C02.008]#C02A#{peptidaseunit:129-396}~sourceEGX91651~,MER0296433-Rim13peptidase(Trichodermareesei)[C02.008]#C02A#{peptidaseunit:119-350}~sourceEGR44348~,MER0705914-subfamilyC2Aunassignedpeptidases(Hypocreavirens)[C02.UPA]#C02A#{peptidaseunit:173-393}~sourceG9MX91~,MER0429135-Rim13peptidase(Trichodermaatroviride)[C02.008]#C02A#{peptidaseunit:101-350}~sourceEHK51052~,MER0242125-Rim13peptidase(Nectriahaematococca)[C02.008]#C02A#{peptidaseunit:118-397}~sourceXP_003049026~",1,1,1,1,1
OG0004099,cazy,GH125,1,1,1,1,1
OG0004102,MEROPS,MER1005478-familyS12unassignedpeptidases(Hypocreavirens)[S12.UPW]#S12#{peptidaseunit:57-382}~sourceG9MP95~,1,1,1,1,1
OG0004115,MEROPS,MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~,1,1,1,1,1
OG0004116,led,abH36,1,0,1,1,1
OG0004119,led,abH15,1,1,1,1,1
OG0004121,cazy,GH36,1,1,1,1,1
OG0004121,led,abH33,1,1,1,1,1
OG0004124,cazy,GH47,1,0,1,1,1
OG0004127,led,"abH09,abH16",1,1,1,1,1
OG0004128,cazy,CE4,1,1,1,1,1
OG0004128,MEROPS,MER0428589-Cwp84peptidase(Limoniumbicolor)[C01.125]#C01A#{peptidaseunit:23-64}~sourceACE79210~,1,1,1,1,1
OG0004128,led,abH30,1,1,1,1,1
OG0004131,led,abH11,1,1,1,1,1
OG0004143,led,abH25,1,1,1,1,1
OG0004149,MEROPS,"MER0210468-familyS9unassignedpeptidases(Podosporaanserina)[S09.UPW]#S09X#{peptidaseunit:46-365}~sourceXP_001911049~,MER0210715-familyS9unassignedpeptidases(Coccidioidesimmitis)[S09.UPW]#S09X#{peptidaseunit:26-342}~sourceXP_001248305~,MER0209849-familyS9unassignedpeptidases(Sordariamacrospora)[S09.UPW]#S09X#{peptidaseunit:50-348}~sourceCBI61454~,MER0210026-familyS9unassignedpeptidases(Uncinocarpusreesii)[S09.UPW]#S09X#{peptidaseunit:26-342}~sourceXP_002583996~,MER0213052-familyS9unassignedpeptidases(Arthrodermaotae)[S09.UPW]#S09X#{peptidaseunit:23-339}~sourceEEQ35421~,MER0209913-familyS9unassignedpeptidases(Ajellomycesdermatitidis)[S09.UPW]#S09X#{peptidaseunit:38-343}~sourceXP_002620685~,MER0212760-familyS9unassignedpeptidases(Neosartoryafischeri)[S09.UPW]#S09X#{peptidaseunit:29-342}~sourceXP_001263883~,MER0214912-familyS9unassignedpeptidases(Penicilliumchrysogenum)[S09.UPW]#S09X#{peptidaseunit:25-336}~sourceXP_002563353~,MER0212808-familyS9unassignedpeptidases(Talaromycesstipitatus)[S09.UPW]#S09X#{peptidaseunit:26-342}~sourceXP_002486374~",1,1,1,1,1
OG0004149,led,"abH22,abH09,abH31,abH21",1,1,1,1,1
OG0004155,MEROPS,"MER0331145-sst2g.p.({Schizosaccharomycespombe})(Trichodermareesei)[M67.A14]#M67C#{peptidaseunit:363-484}~sourceEGR45173~,MER0331139-sst2g.p.({Schizosaccharomycespombe})(Hypocreavirens)[M67.A14]#M67C#{peptidaseunit:353-474}~sourceEHK23756~,MER0331113-sst2g.p.({Schizosaccharomycespombe})(Trichodermaatroviride)[M67.A14]#M67C#{peptidaseunit:362-513}~sourceEHK44178~,MER0331124-sst2g.p.({Schizosaccharomycespombe})(Fusariumoxysporum)[M67.A14]#M67C#{peptidaseunit:350-502}~sourceEGU86022~",1,1,1,1,1
OG0004156,led,abH09,1,1,1,1,1
OG0004157,led,abH09,1,0,1,1,1
OG0004163,MEROPS,"MER0464225-familyC97unassignedpeptidases(Trichodermaatroviride)[C97.UPW]#C97#{peptidaseunit:30-167}~sourceEHK44795~,MER0746668-familyC97unassignedpeptidases(Trichodermareesei)[C97.UPW]#C97#{peptidaseunit:29-163}~sourceG0RU44~,MER0746223-familyC97unassignedpeptidases(Hypocreavirens)[C97.UPW]#C97#{peptidaseunit:27-161}~sourceG9MEV7~,MER0464391-familyC97unassignedpeptidases(Gibberellazeae)[C97.UPW]#C97#{peptidaseunit:12-149}~sourceXP_382939~,MER0464360-familyC97unassignedpeptidases(Nectriahaematococca)[C97.UPW]#C97#{peptidaseunit:12-149}~sourceXP_003041101~",1,1,1,1,1
OG0004167,MEROPS,MER0278187-familyM41non-peptidasehomologues(Glossinamorsitans)[M41.UNW]#M41#{peptidaseunit:240-464}~sourceTMP013082-PA~,1,1,1,1,1
OG0004171,MEROPS,MER0152877-familyS9non-peptidasehomologues(Scheffersomycesstipitis)[S09.UNW]#S09X#{peptidaseunit:63-286}~sourceABN64716~,1,1,1,1,1
OG0004175,led,abH02,1,1,1,1,1
OG0004180,led,abH08,1,1,1,1,1
OG0004180,MEROPS,MER0212961-homoserineacetyltransferase({Saccharomycescerevisiae})(Nectriahaematococca)[S33.A41]#S33#{peptidaseunit:25-470}~sourceEEU43165~,1,1,1,1,1
OG0004181,led,"abH08,abH11,abH07",1,1,1,1,1
OG0004181,MEROPS,"MER0213553-homoserineacetyltransferase({Saccharomycescerevisiae})(Magnaportheoryzae)[S33.A41]#S33#{peptidaseunit:15-472}~sourceXP_363543~,MER0212961-homoserineacetyltransferase({Saccharomycescerevisiae})(Nectriahaematococca)[S33.A41]#S33#{peptidaseunit:25-470}~sourceEEU43165~,MER0029768-homoserineacetyltransferase({Saccharomycescerevisiae})(Neurosporacrassa)[S33.A41]#S33#{peptidaseunit:1-470}~sourceQ96UK3~,MER0064163-homoserineacetyltransferase({Saccharomycescerevisiae})(Gibberellazeae)[S33.A41]#S33#{peptidaseunit:35-478}~sourceXP_385834~",1,1,1,1,1
OG0004183,cazy,GH5_5,1,1,1,1,1
OG0004189,led,abH09,1,1,1,1,1
OG0004196,MEROPS,MER0295850-familyC26non-peptidasehomologues(Nematostellavectensis)[C26.UNW]#C26#{peptidaseunit:61-329}~sourceXP_001621066~,1,1,1,1,1
OG0004197,led,abH16,1,1,0,1,1
OG0004200,led,abH09,1,1,1,1,1
OG0004201,led,abH04,1,1,1,1,1
OG0004205,MEROPS,"MER0064124-aminopeptidaseY(Gibberellazeae)[M28.001]#M28A#{peptidaseunit:196-485}~sourceXP_386703~,MER0275595-aminopeptidaseY(Trichodermareesei)[M28.001]#M28A#{peptidaseunit:245-490}~sourceEGR45673~,MER1254858-subfamilyM28Funassignedpeptidases(Escovopsisweberi)[M28.UPF]#M28F#{peptidaseunit:200-463}~sourceKOS22149~",1,1,1,1,1
OG0004206,led,abH12,1,1,1,1,1
OG0004213,MEROPS,MER0064120-PoSl({Pleurotusostreatus})-typepeptidase(Gibberellazeae)[S08.139]#S08A#{peptidaseunit:124-607}~sourceXP_386748~,1,1,1,1,1
OG0004215,led,abH09,1,1,1,1,1
OG0004215,MEROPS,MER1360781-familyA31non-peptidasehomologues(Thecamonastrahens)[A31.UNW]#A31#{peptidaseunit:181-256}~sourceXP_013753081~,1,1,1,1,1
OG0004219,led,abH01,1,1,1,1,1
OG0004223,led,"abH15,abH17,abH18,abH11,abH09,abH07",1,1,1,1,1
